,lyric,clean_lyric
4251,He's the song in the car I keep singing,song car singing
4252,Don't know why I do,
4253,So I drive home alone,drive
4254,As I turn out the light,turn
4255,I'll put his picture down,picture
4256,And maybe get some sleep tonight,sleep tonight
4257,'Cause he's the reason for the teardrops on my guitar,teardrops guitar
4258,The only one who's got enough of me to break my heart,break heart
4259,He's the song in the car I keep singing,song car singing
4260,Don't know why I do,
4261,"He's the time taken up, but there's never enough",
4262,And he's all that I need to fall into,fall
4263,Drew looks at me,drew
4264,I fake a smile so he won't see,fake smile
4265,"I'm doing good, I'm on some new shit",good shit
4266,"Been saying ""yes"" instead of ""no""",
4267,"I thought I saw you at the bus stop, I didn't though",thought bus
4268,I hit the ground running each night,ground running night
4269,I hit the Sunday matinée,sunday matinée
4270,You know the greatest films of all time were never made,greatest films
4271,"I guess you never know, never know",guess
4272,"And if you wanted me, you really should've showed",wanted shouldve
4273,"And if you never bleed, you're never gonna grow",bleed grow
4274,And it's alright now,alright
4275,"But we were something, don't you think so?",
4276,"Roaring twenties, tossing pennies in the pool",roaring twenties tossing pennies pool
4277,And if my wishes came true,wishes true
4278,It would've been you,wouldve
4279,"In my defense, I have none",defense
4280,For never leaving well enough alone,leaving
4281,But it would've been fun,wouldve fun
4282,If you would've been the one,wouldve
4283,(Ooh),
4284,I have this dream you're doing cool shit,dream cool shit
4285,Having adventures on your own,adventures
4286,You meet some woman on the internet and take her home,meet woman internet
4287,"We never painted by the numbers, baby",painted numbers baby
4288,But we were making it count,making count
4289,You know the greatest loves of all time are over now,greatest loves
4290,"I guess you never know, never know",guess
4291,And it's another day waking up alone,day waking
4292,"But we were something, don't you think so?",
4293,"Roaring twenties, tossing pennies in the pool",roaring twenties tossing pennies pool
4294,And if my wishes came true,wishes true
4295,It would've been you,wouldve
4296,"In my defense, I have none",defense
4297,For never leaving well enough alone,leaving
4298,But it would've been fun,wouldve fun
4299,If you would've been the one,wouldve
4300,"I, I, I persist and resist the temptation to ask you",persist resist temptation
4301,If one thing had been different,
4302,Would everything be different today?,today
4303,"We were something, don't you think so?",
4304,Rosé flowing with your chosen family,rosé flowing chosen family
4305,And it would've been sweet,wouldve sweet
4306,If it could've been me,couldve
4307,"In my defense, I have none",defense
4308,For digging up the grave another time,digging grave
4309,But it would've been fun,wouldve fun
4310,If you would've been the one,wouldve
4311,(Ooh),
4312,"Vintage tee, brand new phone",vintage tee brand phone
4313,High heels on cobblestones,high heels cobblestones
4314,"When you are young, they assume you know nothing",young assume
4315,"Sequin smile, black lipstick",sequin smile black lipstick
4316,Sensual politics,sensual politics
4317,"When you are young, they assume you know nothing",young assume
4318,But I knew you,knew
4319,Dancin' in your Levi's,dancin levis
4320,"Drunk under a streetlight, I",drunk streetlight
4321,I knew you,knew
4322,Hand under my sweatshirt,sweatshirt
4323,"Baby, kiss it better, I",baby kiss
4324,And when I felt like I was an old cardigan,felt cardigan
4325,Under someone's bed,someones
4326,You put me on and said I was your favorite,favorite
4327,A friend to all is a friend to none,friend friend
4328,"Chase two girls, lose the one",chase girls lose
4329,"When you are young, they assume you know nothing",young assume
4330,But I knew you,knew
4331,Playing hide-and-seek and,playing hideandseek
4332,"Giving me your weekends, I",weekends
4333,I knew you,knew
4334,Your heartbeat on the High Line,heartbeat high
4335,"Once in twenty lifetimes, I",twenty lifetimes
4336,And when I felt like I was an old cardigan,felt cardigan
4337,Under someone's bed,someones
4338,You put me on and said I was your favorite,favorite
4339,To kiss in cars and downtown bars,kiss cars downtown bars
4340,Was all we needed,needed
4341,You drew stars around my scars,drew stars scars
4342,But now I'm bleedin',bleedin
4343,'Cause I knew you,knew
4344,Steppin' on the last train,steppin train
4345,"Marked me like a bloodstain, I",marked bloodstain
4346,I knew you,knew
4347,Tried to change the ending,
4348,"Peter losing Wendy, I",peter losing wendy
4349,I knew you,knew
4350,Leavin' like a father,leavin father
4351,"Running like water, I",running water
4352,"And when you are young, they assume you know nothing",young assume
4353,But I knew you'd linger like a tattoo kiss,knew linger tattoo kiss
4354,I knew you'd haunt all of my what-ifs,knew haunt whatifs
4355,The smell of smoke would hang around this long,smell smoke
4356,'Cause I knew everything when I was young,knew young
4357,I knew I'd curse you for the longest time,knew curse longest
4358,Chasin' shadows in the grocery line,chasin shadows grocery
4359,I knew you'd miss me once the thrill expired,knew thrill expired
4360,And you'd be standin' in my front porch light,standin front porch
4361,And I knew you'd come back to me,knew
4362,You'd come back to me,
4363,And you'd come back to me,
4364,And you'd come back,
4365,And when I felt like I was an old cardigan,felt cardigan
4366,Under someone's bed,someones
4367,You put me on and said I was your favorite,favorite
4368,Please picture me in the trees,picture trees
4369,I hit my peak at seven,peak
4370,Feet in the swing over the creek,feet swing creek
4371,I was too scared to jump in,scared jump
4372,"But I, I was high in the sky",high sky
4373,With Pennsylvania under me,pennsylvania
4374,Are there still beautiful things?,beautiful things
4375,Sweet tea in the summer,sweet summer
4376,"Cross your heart, won't tell no other",heart
4377,And though I can’t recall your face,recall face
4378,I still got love for you,love
4379,Your braids like a pattern,braids pattern
4380,Love you to the Moon and to Saturn,love moon saturn
4381,Passed down like folk songs,passed folk songs
4382,The love lasts so long,love lasts
4383,And I've been meaning to tell you,meaning
4384,I think your house is haunted,house haunted
4385,Your dad is always mad and that must be why,
4386,And I think you should come live with me,live
4387,And we can be pirates,pirates
4388,Then you won't have to cry,cry
4389,Or hide in the closet,hide closet
4390,And just like a folk song,folk song
4391,Our love will be passed on,love passed
4392,Please picture me in the weeds,picture weeds
4393,Before I learned civility,learned civility
4394,I used to scream ferociously,scream ferociously
4395,Any time I wanted,wanted
4396,"I, I",
4397,Sweet tea in the summer,sweet summer
4398,"Cross my heart, won’t tell no other",heart
4399,And though I can't recall your face,recall face
4400,I still got love for you,love
4401,Pack your dolls and a sweater,pack dolls sweater
4402,We'll move to India forever,move india forever
4403,Passed down like folk songs,passed folk songs
4404,Our love lasts so long,love lasts
4405,My only one,
4406,My smoking gun,smoking gun
4407,My eclipsed sun,eclipsed sun
4408,This has broken me down,broken
4409,My twisted knife,twisted knife
4410,My sleepless night,sleepless night
4411,My winless fight,winless fight
4412,This has frozen my ground,frozen ground
4413,"Stood on the cliffside screaming, ""Give me a reason""",stood cliffside screaming
4414,Your faithless love's the only hoax I believe in,faithless loves hoax
4415,Don't want no other shade of blue but you,shade blue
4416,No other sadness in the world would do,sadness
4417,My best laid plan,laid plan
4418,Your sleight of hand,sleight
4419,My barren land,barren land
4420,I am ash from your fire,ash fire
4421,"Stood on the cliffside screaming, ""Give me a reason""",stood cliffside screaming
4422,Your faithless love's the only hoax I believe in,faithless loves hoax
4423,Don't want no other shade of blue but you,shade blue
4424,No other sadness in the world would do,sadness
4425,You know I left a part of me back in New York,left york
4426,You knew the hero died so what's the movie for?,knew hero died movie
4427,You knew it still hurts underneath my scars,knew hurts underneath scars
4428,From when they pulled me apart,pulled
4429,You knew the password so I let you in the door,knew password door
4430,You knew you won so what's the point of keeping score?,knew point keeping score
4431,You knew it still hurts underneath my scars,knew hurts underneath scars
4432,From when they pulled me apart,pulled
4433,But what you did was just as dark,dark
4434,"(Ah, ah, ah)",
4435,"Darling, this was just as hard",darling
4436,As when they pulled me apart,pulled
4437,My only one,
4438,My kingdom come undone,kingdom undone
4439,My broken drum,broken drum
4440,You have beaten my heart,beaten heart
4441,Don't want no other shade of blue but you,shade blue
4442,No other sadness in the world would do,sadness
4443,How many days did I spend thinking,days spend thinking
4444,"'Bout how you did me wrong, wrong, wrong?",wrong wrong wrong
4445,Lived in the shade you were throwing,lived shade throwing
4446,"'Til all of my sunshine was gone, gone, gone",sunshine
4447,And I couldn't get away from ya,ya
4448,"In my feelings more than Drake, so yeah",feelings drake
4449,"Your name on my lips, tongue-tied",lips tonguetied
4450,"Free rent, living in my mind",free living mind
4451,But then something happened one magical night,happened magical night
4452,I forgot that you existed,forgot existed
4453,"And I thought that it would kill me, but it didn't",thought kill
4454,And it was so nice,nice
4455,So peaceful and quiet,peaceful quiet
4456,I forgot that you existed,forgot existed
4457,"It isn't love, it isn't hate, it's just indifference",love indifference
4458,I forgot that you,forgot
4459,Got out some popcorn,popcorn
4460,"As soon as my rep started going down, down, down",rep started
4461,Laughed on the school yard,laughed school yard
4462,"As soon as I tripped up and hit the ground, ground, ground",tripped ground ground ground
4463,And I would've stuck around for ya,wouldve stuck ya
4464,"Would've fought the whole town, so yeah",wouldve fought town
4465,"Would've been right there, front row",wouldve front row
4466,Even if nobody came to your show,
4467,"But you showed who you are, then one magical night",magical night
4468,I forgot that you existed,forgot existed
4469,"And I thought that it would kill me, but it didn't",thought kill
4470,And it was so nice,nice
4471,So peaceful and quiet,peaceful quiet
4472,I forgot that you existed,forgot existed
4473,"It isn't love, it isn't hate, it's just indifference",love indifference
4474,I forgot that you,forgot
4475,Sent me a clear message,message
4476,Taught me some hard lessons,taught lessons
4477,I just forget what they were,forget
4478,It's all just a blur,blur
4479,I forgot that you existed,forgot existed
4480,"And I thought that it would kill me, but it didn't",thought kill
4481,And it was so nice,nice
4482,So peaceful and quiet,peaceful quiet
4483,I forgot that you existed,forgot existed
4484,"I did, I did, I did",
4485,"It isn't hate, it's just indifference",indifference
4486,"It isn't love, it isn't hate, it's just indifference",love indifference
4487,"So, yeah",
4488,We could leave the Christmas lights up 'til January,leave christmas lights january
4489,"And this is our place, we make the rules",rules
4490,"And there's a dazzling haze, a mysterious way about you, dear",dazzling haze mysterious dear
4491,Have I known you twenty seconds or twenty years?,twenty seconds twenty years
4492,Can I go where you go?,
4493,Can we always be this close?,close
4494,"Forever and ever, ah",forever
4495,"Take me out, and take me home",
4496,"You're my, my, my, my lover",lover
4497,We could let our friends crash in the living room,friends crash living room
4498,"This is our place, we make the call",
4499,And I'm highly suspicious that everyone who sees you wants you,highly suspicious sees
4500,"I've loved you three summers now, honey, but I want 'em all",loved summers honey
4501,Can I go where you go?,
4502,Can we always be this close?,close
4503,"Forever and ever, ah",forever
4504,"Take me out, and take me home (Forever and ever)",forever
4505,"You're my, my, my, my lover",lover
4506,"Ladies and gentlemen, will you please stand?",ladies gentlemen stand
4507,With every guitar string scar on my hand,guitar string scar
4508,I take this magnetic force of a man to be my lover,magnetic force lover
4509,My heart's been borrowed and yours has been blue,hearts borrowed blue
4510,All's well that ends well to end up with you,alls
4511,Swear to be overdramatic and true to my lover,swear overdramatic true lover
4512,And you'll save all your dirtiest jokes for me,save dirtiest jokes
4513,"And at every table, I'll save you a seat, lover",table save seat lover
4514,Can I go where you go?,
4515,Can we always be this close?,close
4516,"Forever and ever, ah",forever
4517,"Take me out, and take me home (Forever and ever)",forever
4518,"You're my, my, my, my",
4519,"Oh, you're my, my, my, my",
4520,"Darling, you're my, my, my, my lover",darling lover
4521,"Combat, I'm ready for combat",combat combat
4522,"I say I don't want that, but what if I do?",
4523,'Cause cruelty wins in the movies,cruelty wins movies
4524,I've got a hundred thrown-out speeches I almost said to you,thrownout speeches
4525,"Easy they come, easy they go",easy easy
4526,"I jump from the train, I ride off alone",jump train ride
4527,"I never grew up, it's getting so old",grew
4528,Help me hold on to you,hold
4529,"I've been the archer, I've been the prey",archer prey
4530,"Who could ever leave me, darling",leave darling
4531,But who could stay?,stay
4532,"Dark side, I search for your dark side",dark dark
4533,"But what if I'm alright, right, right, right here?",alright
4534,And I cut off my nose just to spite my face,cut nose face
4535,Then I hate my reflection for years and years,reflection years years
4536,"I wake in the night, I pace like a ghost",wake night pace ghost
4537,"The room is on fire, invisible smoke",room fire invisible smoke
4538,And all of my heroes die all alone,heroes die
4539,Help me hold on to you,hold
4540,"I've been the archer, I've been the prey",archer prey
4541,"Screaming, who could ever leave me, darling",screaming leave darling
4542,But who could stay?,stay
4543,"(I see right through me, I see right through me)",
4544,'Cause they see right through me,
4545,They see right through me,
4546,They see right through,
4547,Can you see right through me?,
4548,They see right through,
4549,They see right through me,
4550,I see right through me,
4551,I see right through me,
4552,"All the king's horses, all the king's men",kings horses kings men
4553,Couldn't put me together again,
4554,'Cause all of my enemies started out friends,enemies started friends
4555,Help me hold on to you,hold
4556,"I've been the archer, I've been the prey",archer prey
4557,"Who could ever leave me, darling",leave darling
4558,But who could stay?,stay
4559,"(I see right through me, I see right through me)",
4560,Who could stay?,stay
4561,Who could stay?,stay
4562,Who could stay?,stay
4563,You could stay,stay
4564,You could stay,stay
4565,"Combat, I'm ready for combat",combat combat
4566,"You know I adore you, I'm crazier for you",adore crazier
4567,"Than I was at 16, lost in a film scene",16 lost film scene
4568,"Waving homecoming queens, marching band playing",waving homecoming queens marching band playing
4569,I'm lost in the lights,lost lights
4570,American glory faded before me,american glory faded
4571,"Now I'm feeling hopeless, ripped up my prom dress",feeling hopeless ripped dress
4572,"Running through rose thorns, I saw the scoreboard",running rose thorns scoreboard
4573,And ran for my life (Ah),life
4574,No cameras catch my pageant smile,cameras catch pageant smile
4575,"I counted days, I counted miles",counted days counted miles
4576,"To see you there, to see you there",
4577,"It's been a long time coming, but",
4578,"It's you and me, that's my whole world",
4579,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)",whisper hallway bad bad girl
4580,The whole school is rolling fake dice,school rolling fake dice
4581,"You play stupid games, you win stupid prizes",play stupid games stupid prizes
4582,"It's you and me, there's nothing like this",
4583,Miss Americana and The Heartbreak Prince (Okay),americana heartbreak prince
4584,"We're so sad, we paint the town blue",sad paint town blue
4585,Voted most likely to run away with you,voted
4586,"My team is losing, battered and bruising",team losing battered bruising
4587,I see the high fives between the bad guys,high fives bad guys
4588,"Leave with my head hung, you are the only one",leave head hung
4589,Who seems to care,care
4590,American stories burning before me,american stories burning
4591,"I'm feeling helpless, the damsels are depressed",feeling helpless damsels depressed
4592,"Boys will be boys then, where are the wise men?",boys boys men
4593,"Darling, I'm scared (Ah)",darling scared
4594,No cameras catch my muffled cries,cameras catch muffled cries
4595,"I counted days, I counted miles",counted days counted miles
4596,"To see you there, to see you there",
4597,"And now the storm is coming, but",storm
4598,"It's you and me, that's my whole world",
4599,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)",whisper hallway bad bad girl
4600,The whole school is rolling fake dice,school rolling fake dice
4601,"You play stupid games, you win stupid prizes",play stupid games stupid prizes
4602,"It's you and me, there's nothing like this",
4603,Miss Americana and The Heartbreak Prince (Okay),americana heartbreak prince
4604,"We're so sad, we paint the town blue",sad paint town blue
4605,Voted most likely to run away with you,voted
4606,"And I don't want you to (Go), I don't really wanna (Fight)",fight
4607,"'Cause nobody's gonna (Win), I think you should come home",nobodys
4608,"And I don't want you to (Go), I don't really wanna (Fight)",fight
4609,"'Cause nobody's gonna (Win), I think you should come home",nobodys
4610,"And I don't want you to (Go), I don't really wanna (Fight)",fight
4611,"'Cause nobody's gonna (Win), just thought you should know",nobodys thought
4612,And I'll never let you (Go) 'cause I know this is a (Fight),fight
4613,That someday we're gonna (Win),someday
4614,"It's you and me, that's my whole world",
4615,"They whisper in the hallway, ""She's a bad, bad girl""",whisper hallway bad bad girl
4616,"Oh, I just thought you should know (You should know)",thought
4617,"It's you and me, there's nothing like this (Like this)",
4618,Miss Americana and The Heartbreak Prince (Okay),americana heartbreak prince
4619,"We're so sad, we paint the town blue (Paint it blue)",sad paint town blue paint blue
4620,Voted most likely to run away with you,voted
4621,"And I don't want you to (Go), I don't really wanna (Fight)",fight
4622,"'Cause nobody's gonna (Win), I think you should come home",nobodys
4623,And I'll never let you (Go) 'cause I know this is a (Fight),fight
4624,"That someday we're gonna (Win), just thought you should know",someday thought
4625,"It's you and me, that's my whole world",
4626,"They whisper in the hallway, ""She's a bad, bad girl""",whisper hallway bad bad girl
4627,"""She's a bad, bad girl""",bad bad girl
4628,"My, my, my, my",
4629,"My, my, my, my",
4630,"My, my, my, my",
4631,"My, my, my, my",
4632,"My, my, my, my",
4633,"My, my, my, my",
4634,"My, my, my, my",
4635,"My, my, my, my",
4636,Saying goodbye is death by a thousand cuts,goodbye death cuts
4637,Flashbacks waking me up,flashbacks waking
4638,"I get drunk, but it's not enough",drunk
4639,’Cause the morning comes and you're not my baby,morning baby
4640,I look through the windows of this love,windows love
4641,Even though we boarded them up,boarded
4642,Chandelier's still flickering here,chandeliers flickering
4643,’Cause I can't pretend it's okay when it's not,pretend
4644,It's death by a thousand cuts,death cuts
4645,"I dress to kill my time, I take the long way home",dress kill
4646,I ask the traffic lights if it'll be alright,traffic lights alright
4647,"They say, ""I don't know""",
4648,And what once was ours is no one's now,
4649,"I see you everywhere, the only thing we share",share
4650,Is this small town,small town
4651,"You said it was a great love, one for the ages",great love
4652,"But if the story’s over, why am I still writing pages?",storys writing
4653,’Cause saying goodbye is death by a thousand cuts,goodbye death cuts
4654,Flashbacks waking me up,flashbacks waking
4655,"I get drunk, but it's not enough",drunk
4656,’Cause the morning comes and you're not my baby,morning baby
4657,I look through the windows of this love,windows love
4658,Even though we boarded them up,boarded
4659,Chandelier's still flickering here,chandeliers flickering
4660,'Cause I can’t pretend it's okay when it's not,pretend
4661,It's death by a thousand cuts,death cuts
4662,"My heart, my hips, my body, my love",heart hips love
4663,Tryna find a part of me that you didn't touch,tryna find touch
4664,Gave up on me like I was a bad drug,bad drug
4665,Now I'm searching for signs in a haunted club,searching signs haunted club
4666,"Our songs, our films, united we stand",songs films united stand
4667,"Our country, guess it was a lawless land",country guess lawless land
4668,Quiet my fears with the touch of your hand,quiet fears touch
4669,Paper cut stings from our paper-thin plans,paper cut stings paperthin plans
4670,"My time, my wine, my spirit, my trust",wine spirit trust
4671,Tryna find a part of me you didn't take up,tryna find
4672,"Gave you so much, but it wasn't enough",
4673,"But I'll be alright, it's just a thousand cuts",alright cuts
4674,"I get drunk, but it's not enough",drunk
4675,'Cause you're not my baby,baby
4676,I look through the windows of this love,windows love
4677,Even though we boarded them up,boarded
4678,Chandelier's still flickering here,chandeliers flickering
4679,'Cause I can't pretend it's okay when it's not,pretend
4680,"No, it's not",
4681,It's death by a thousand cuts (You didn't touch),death cuts touch
4682,Tryna find a part of me that you didn't touch,tryna find touch
4683,"My body, my love, my trust (It's death by a thousand cuts)",love trust death cuts
4684,"But it wasn't enough, it wasn't enough, no, no",
4685,I take the long way home,
4686,I ask the traffic lights if it'll be alright,traffic lights alright
4687,"They say, ""I don't know""",
4688,"We can go driving in, on my scooter",driving scooter
4689,"Uh, you know, just 'round London",london
4690,"Oh, I'd...",
4691,"I love my hometown as much as Motown, I love SoCal",love hometown motown love socal
4692,"And you know I love Springsteen, faded blue jeans, Tennessee whiskey",love springsteen faded blue jeans tennessee whiskey
4693,"But something happened, I heard him laughing",happened heard laughing
4694,I saw the dimples first and then I heard the accent,dimples heard accent
4695,They say home is where the heart is,heart
4696,But that's not where mine lives,mine lives
4697,You know I love a London boy,love london boy
4698,I enjoy walking Camden Market in the afternoon,enjoy walking camden market afternoon
4699,"He likes my American smile, like a child when our eyes meet",likes american smile child eyes meet
4700,"Darling, I fancy you",darling fancy
4701,"Took me back to Highgate, met all of his best mates",highgate mates
4702,So I guess all the rumors are true,guess rumors true
4703,You know I love a London boy,love london boy
4704,"Boy, I fancy you (Ooh)",boy fancy
4705,"And now I love high tea, stories from Uni, and the West End",love high stories uni west
4706,"You can find me in the pub, we are watching rugby with his school friends",find pub watching rugby school friends
4707,"Show me a gray sky, a rainy cab ride",gray sky rainy cab ride
4708,"Babes, don't threaten me with a good time",babes threaten good
4709,They say home is where the heart is,heart
4710,"But God, I love the English",god love english
4711,"You know I love a London boy, I enjoy nights in Brixton",love london boy enjoy nights brixton
4712,Shoreditch in the afternoon,shoreditch afternoon
4713,"He likes my American smile, like a child when our eyes meet",likes american smile child eyes meet
4714,"Darling, I fancy you",darling fancy
4715,"Took me back to Highgate, met all of his best mates",highgate mates
4716,So I guess all the rumors are true,guess rumors true
4717,You know I love a London boy,love london boy
4718,"Boy, I fancy you",boy fancy
4719,So please show me Hackney,hackney
4720,Doesn't have to be Louis V up on Bond Street,louis bond street
4721,Just wanna be with you,
4722,Wanna be with you,
4723,"Stick with me, I'm your queen",stick queen
4724,Like a Tennessee Stella McCartney on the Heath,tennessee stella mccartney heath
4725,Just wanna be with you (Wanna be with you),
4726,Wanna be with you (Oh),
4727,"You know I love a London boy, I enjoy walking Soho",love london boy enjoy walking soho
4728,Drinking in the afternoon (Yeah),drinking afternoon
4729,"He likes my American smile, like a child when our eyes meet",likes american smile child eyes meet
4730,"Darling, I fancy you (You)",darling fancy
4731,"Took me back to Highgate, met all of his best mates",highgate mates
4732,So I guess all the rumors are true (Yeah),guess rumors true
4733,You know I love a London boy (Oh),love london boy
4734,"Boy (Oh), I fancy you (I fancy you, ooh)",boy fancy fancy
4735,So please show me Hackney,hackney
4736,Doesn't have to be Louis V up on Bond Street,louis bond street
4737,Just wanna be with you,
4738,"I, I, I fancy you",fancy
4739,"Oh whoa, oh, I",
4740,"Stick with me, I'm your queen",stick queen
4741,Like a Tennessee Stella McCartney on the Heath,tennessee stella mccartney heath
4742,Just wanna be with you (Ooh),
4743,Wanna be with you,
4744,"I fancy you (Yeah), I fancy you",fancy fancy
4745,"Oh whoa, ah",
4746,The buttons of my coat were tangled in my hair,buttons coat tangled hair
4747,"In doctor's office lighting, I didn't tell you I was scared",doctors office lighting scared
4748,That was the first time we were there,
4749,"Holy orange bottles, each night, I pray to you",holy orange bottles night pray
4750,"Desperate people find faith, so now I pray to Jesus too",desperate people find faith pray jesus
4751,And I say to you...,
4752,Ooh-ah,
4753,"Soon, you'll get better",
4754,Ooh-ah,
4755,"Soon, you'll get better",
4756,Ooh-ah,
4757,You'll get better soon,
4758,'Cause you have to,
4759,I know delusion when I see it in the mirror,delusion mirror
4760,"You like the nicer nurses, you make the best of a bad deal",nicer nurses bad deal
4761,I just pretend it isn't real,pretend
4762,"I'll paint the kitchen neon, I'll brighten up the sky",paint kitchen neon brighten sky
4763,"I know I'll never get it, there's not a day that I won't try",day
4764,And I say to you...,
4765,Ooh-ah,
4766,"Soon, you'll get better",
4767,Ooh-ah,
4768,"Soon, you'll get better",
4769,Ooh-ah,
4770,You'll get better soon,
4771,'Cause you have to,
4772,And I hate to make this all about me,
4773,But who am I supposed to talk to?,supposed talk
4774,What am I supposed to do,supposed
4775,If there's no you?,
4776,"This won't go back to normal, if it ever was",
4777,"It's been years of hoping, and I keep saying it because",years hoping
4778,'Cause I have to,
4779,Ooh-ah,
4780,You'll get better,
4781,Ooh-ah,
4782,"Soon, you'll get better",
4783,Ooh-ah,
4784,You'll get better soon,
4785,Ooh-ah,
4786,"Soon, you'll get better",
4787,Ooh-ah,
4788,"Soon, you'll get better",
4789,Ooh-ah,
4790,You'll get better soon,
4791,Cause you have to,
4792,We were crazy to think,crazy
4793,Crazy to think that this could work,crazy work
4794,Remember how I said I'd die for you?,remember die
4795,We were stupid to jump,stupid jump
4796,In the ocean separating us,ocean separating
4797,Remember how I’d fly to you?,remember
4798,And I can't talk to you when you're like this,talk
4799,Staring out the window like I’m not your favorite town,staring window favorite town
4800,I'm New York City,york city
4801,"I still do it for you, babe",babe
4802,They all warned us about times like this,warned
4803,They say the road gets hard and you get lost,road lost
4804,"When you're led by blind faith, blind faith",led blind faith blind faith
4805,But we might just get away with it,
4806,Religion's in your lips,religions lips
4807,Even if it's a false god,false god
4808,We'd still worship,worship
4809,We might just get away with it,
4810,The altar is my hips,altar hips
4811,Even if it's a false god,false god
4812,We'd still worship this love,worship love
4813,We’d still worship this love,worship love
4814,We’d still worship this love,worship love
4815,I know heaven's a thing,heavens
4816,"I go there when you touch me, honey",touch honey
4817,Hell is when I fight with you,fight
4818,But we can patch it up good,patch good
4819,Make confessions and we’re begging for forgiveness,confessions begging forgiveness
4820,Got the wine for you,wine
4821,And you can't talk to me when I'm like this,talk
4822,Daring you to leave me just so I can try and scare you,daring leave scare
4823,You're the West Village,west village
4824,"You still do it for me, babe",babe
4825,They all warned us about times like this,warned
4826,They say the road gets hard and you get lost,road lost
4827,"When you’re led by blind faith, blind faith",led blind faith blind faith
4828,But we might just get away with it,
4829,Religion's in your lips,religions lips
4830,Even if it's a false god,false god
4831,We'd still worship,worship
4832,We might just get away with it,
4833,The altar is my hips,altar hips
4834,Even if it's a false god,false god
4835,We'd still worship this love,worship love
4836,We'd still worship this love,worship love
4837,"We'd still worship this love, ah",worship love
4838,Still worship this love,worship love
4839,Even if it's a false god,false god
4840,Even if it's a false god,false god
4841,Still worship this love,worship love
4842,I promise that you'll never find another like me,promise find
4843,"I know that I'm a handful, baby, uh",handful baby
4844,I know I never think before I jump,jump
4845,And you're the kind of guy the ladies want,kind guy ladies
4846,(And there's a lot of cool chicks out there),lot cool chicks
4847,I know that I went psycho on the phone,psycho phone
4848,I never leave well enough alone,leave
4849,And trouble's gonna follow where I go,troubles
4850,(And there's a lot of cool chicks out there),lot cool chicks
4851,But one of these things is not like the others,things
4852,Like a rainbow with all of the colors,rainbow colors
4853,"Baby doll, when it comes to a lover",baby doll lover
4854,I promise that you'll never find another like,promise find
4855,"Me-e-e, ooh-ooh-ooh-ooh",meee
4856,I'm the only one of me,
4857,"Baby, that's the fun of me",baby fun
4858,"Eeh-eeh-eeh, ooh-ooh-ooh-ooh",eeheeheeh
4859,You're the only one of you,
4860,"Baby, that's the fun of you",baby fun
4861,And I promise that nobody's gonna love you like me-e-e,promise nobodys love meee
4862,I know I tend to make it about me,
4863,I know you never get just what you see,
4864,"But I will never bore you, baby",bore baby
4865,(And there's a lot of lame guys out there),lot lame guys
4866,And when we had that fight out in the rain,fight rain
4867,You ran after me and called my name,called
4868,I never wanna see you walk away,walk
4869,(And there's a lot of lame guys out there),lot lame guys
4870,'Cause one of these things is not like the others,things
4871,"Livin' in winter, I am your summer",livin winter summer
4872,"Baby doll, when it comes to a lover",baby doll lover
4873,I promise that you'll never find another like,promise find
4874,"Me-e-e, ooh-ooh-ooh-ooh",meee
4875,I'm the only one of me,
4876,Let me keep you company,company
4877,"Eeh-eeh-eeh, ooh-ooh-ooh-ooh",eeheeheeh
4878,You're the only one of you,
4879,"Baby, that's the fun of you",baby fun
4880,And I promise that nobody's gonna love you like me-e-e,promise nobodys love meee
4881,"Girl, there ain't no I in ""team""",girl team
4882,"But you know there is a ""me""",
4883,"Strike the band up, 1, 2, 3",strike band 1 2 3
4884,I promise that you'll never find another like me,promise find
4885,"Girl, there ain't no I in ""team""",girl team
4886,"But you know there is a ""me""",
4887,"And you can't spell ""awesome"" without ""me""",spell awesome
4888,I promise that you'll never find another like,promise find
4889,"Me-e-e (Yeah), ooh-ooh-ooh-ooh (And I want ya, baby)",meee ya baby
4890,I'm the only one of me (I'm the only one of me),
4891,"Baby, that's the fun of me (Baby, that's the fun of me)",baby fun baby fun
4892,"Eeh-eeh-eeh, ooh-ooh-ooh-ooh (Oh)",eeheeheeh
4893,You're the only one of you (Oh),
4894,"Baby, that's the fun of you",baby fun
4895,And I promise that nobody's gonna love you like me-e-e,promise nobodys love meee
4896,"Girl, there ain't no I in ""team"" (Ooh-ooh-ooh-ooh)",girl team
4897,"But you know there is a ""me""",
4898,I'm the only one of me (Oh-oh),
4899,"Baby, that's the fun of me",baby fun
4900,"(Eeh-eeh-eeh, ooh-ooh-ooh-ooh)",eeheeheeh
4901,"Strike the band up, 1, 2, 3",strike band 1 2 3
4902,"You can't spell ""awesome"" without ""me""",spell awesome
4903,You're the only one of you,
4904,"Baby, that's the fun of you",baby fun
4905,And I promise that nobody's gonna love you like me-e-e,promise nobodys love meee
4906,Ooh,
4907,Ooh,
4908,"School bell rings, walk me home",school bell rings walk
4909,Sidewalk chalk covered in snow,sidewalk chalk covered snow
4910,"Lost my gloves, you give me one",lost gloves
4911,"""Wanna hang out?"" Yeah, sounds like fun",sounds fun
4912,"Video games, you pass me a note",video games pass
4913,Sleeping in tents,sleeping tents
4914,It's nice to have a friend (Ooh),nice friend
